error,category,name,url
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,advaitsave/Multiclass-Semantic-Segmentation-CamVid,https://github.com/advaitsave/Multiclass-Semantic-Segmentation-CamVid.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,cytomine/Cytomine-core,https://github.com/cytomine/Cytomine-core.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,evermeer/EVReflection,https://github.com/evermeer/EVReflection.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,tzutalin/labelImg,https://github.com/tzutalin/labelImg.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bushuhui/machinelearning_notebook,https://github.com/bushuhui/machinelearning_notebook.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,DeepMLNet/DeepNet,https://github.com/DeepMLNet/DeepNet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,AntiAegis/Face-Attendance-System,https://github.com/AntiAegis/Face-Attendance-System.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,rkwitt/quicksilver,https://github.com/rkwitt/quicksilver.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ongteckwu/Resume-Rater,https://github.com/ongteckwu/Resume-Rater.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,udacity/self-driving-car,https://github.com/udacity/self-driving-car.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,eclarson/MachineLearningNotebooks,https://github.com/eclarson/MachineLearningNotebooks.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,mozilla/shumway,https://github.com/mozilla/shumway.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ShreyAmbesh/Traffic-Rule-Violation-Detection-System,https://github.com/ShreyAmbesh/Traffic-Rule-Violation-Detection-System.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,ephtracy/voxel-model,https://github.com/ephtracy/voxel-model.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,mlpack/mlpack,https://github.com/mlpack/mlpack.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,sraashis/ature,https://github.com/sraashis/ature.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,xieguigang/sciBASIC,https://github.com/xieguigang/sciBASIC.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,vietnguyen91/Super-mario-bros-A3C-pytorch,https://github.com/vietnguyen91/Super-mario-bros-A3C-pytorch.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,jajupmochi/py-graph,https://github.com/jajupmochi/py-graph.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ColasGael/Automatic-Video-Colorization,https://github.com/ColasGael/Automatic-Video-Colorization.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,miloyip/game-programmer,https://github.com/miloyip/game-programmer.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,iamvon/viBlind,https://github.com/iamvon/viBlind.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,rapid7/metasploitable3,https://github.com/rapid7/metasploitable3.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ngageoint/hootenanny,https://github.com/ngageoint/hootenanny.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,auchenberg/chrome-devtools-app,https://github.com/auchenberg/chrome-devtools-app.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,GoogleChrome/omnitone,https://github.com/GoogleChrome/omnitone.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,hcmlab/nova,https://github.com/hcmlab/nova.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,floydluo/cctner,https://github.com/floydluo/cctner.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,yui/yui3,https://github.com/yui/yui3.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,zw76859420/ASR_Theory,https://github.com/zw76859420/ASR_Theory.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,AICommunityInno/Seminars,https://github.com/AICommunityInno/Seminars.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,artoolkit/jsartoolkit5,https://github.com/artoolkit/jsartoolkit5.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,younatics/MotionBook,https://github.com/younatics/MotionBook.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bdqnghi/ggnn.tensorflow,https://github.com/bdqnghi/ggnn.tensorflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,apple/turicreate,https://github.com/apple/turicreate.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,csharpseattle/tensorflowiOS,https://github.com/csharpseattle/tensorflowiOS.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,undertheseanlp/chatbot,https://github.com/undertheseanlp/chatbot.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,DevSinghSachan/multilingual_nmt,https://github.com/DevSinghSachan/multilingual_nmt.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,essentials/Essentials,https://github.com/essentials/Essentials.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,pemistahl/lingua,https://github.com/pemistahl/lingua.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,JoaquinAmatRodrigo/Estadistica-con-R,https://github.com/JoaquinAmatRodrigo/Estadistica-con-R.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,blue-oil/blueoil,https://github.com/blue-oil/blueoil.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,appinho/SAComputerVisionMachineLearning,https://github.com/appinho/SAComputerVisionMachineLearning.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,JulietaUla/Montserrat,https://github.com/JulietaUla/Montserrat.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ivclab/agegenderLMTCNN,https://github.com/ivclab/agegenderLMTCNN.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,evllabs/JGAAP,https://github.com/evllabs/JGAAP.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,untrix/im2latex,https://github.com/untrix/im2latex.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,SpringCloud/spring-cloud-document,https://github.com/SpringCloud/spring-cloud-document.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,Waikato/weka-trunk,https://github.com/Waikato/weka-trunk.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,flink-china/flink-forward-china-2018,https://github.com/flink-china/flink-forward-china-2018.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Koziev/NLP_Datasets,https://github.com/Koziev/NLP_Datasets.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,wmylxmj/YOLO-V3-IOU,https://github.com/wmylxmj/YOLO-V3-IOU.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,mne-tools/mne-cpp,https://github.com/mne-tools/mne-cpp.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,cong/ros_tensorflow,https://github.com/cong/ros_tensorflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,dssg/triage,https://github.com/dssg/triage.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,floatinghotpot/cordova-admob-pro,https://github.com/floatinghotpot/cordova-admob-pro.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,holgerroth/3Dunet_abdomen_cascade,https://github.com/holgerroth/3Dunet_abdomen_cascade.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,udacity/self-driving-car-sim,https://github.com/udacity/self-driving-car-sim.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,jdf/processing.py,https://github.com/jdf/processing.py.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,rrwiyatn/deep-learning,https://github.com/rrwiyatn/deep-learning.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,AKSHAYUBHAT/DeepVideoAnalytics,https://github.com/AKSHAYUBHAT/DeepVideoAnalytics.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,jinfagang/tfboys,https://github.com/jinfagang/tfboys.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,McGill-DMaS/Kam1n0-Community,https://github.com/McGill-DMaS/Kam1n0-Community.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,fabvio/ld-lsi,https://github.com/fabvio/ld-lsi.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,wmylxmj/Anime-Super-Resolution,https://github.com/wmylxmj/Anime-Super-Resolution.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,daigo0927/pwcnet,https://github.com/daigo0927/pwcnet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,stanfordnlp/CoreNLP,https://github.com/stanfordnlp/CoreNLP.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,PINTO0309/MobileNetV2-PoseEstimation,https://github.com/PINTO0309/MobileNetV2-PoseEstimation.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,MaybeShewill-CV/attentive-gan-derainnet,https://github.com/MaybeShewill-CV/attentive-gan-derainnet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,yeyupiaoling/LearnPaddle,https://github.com/yeyupiaoling/LearnPaddle.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,ai-med/quickNAT_pytorch,https://github.com/ai-med/quickNAT_pytorch.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,bab2min/Kiwi,https://github.com/bab2min/Kiwi.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,songhengyang/face_landmark_factory,https://github.com/songhengyang/face_landmark_factory.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,IntelAI/models,https://github.com/IntelAI/models.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,FreyaHolmer/ShaderForge,https://github.com/FreyaHolmer/ShaderForge.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,tzutalin/dlib-android-app,https://github.com/tzutalin/dlib-android-app.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ntaback/UofT_STA130,https://github.com/ntaback/UofT_STA130.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,google/tacotron,https://github.com/google/tacotron.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,deepmind/kinetics-i3d,https://github.com/deepmind/kinetics-i3d.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,oduwa/Pic-Numero,https://github.com/oduwa/Pic-Numero.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,gwtproject/gwt,https://github.com/gwtproject/gwt.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ternaus/angiodysplasia-segmentation,https://github.com/ternaus/angiodysplasia-segmentation.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,catboost/catboost,https://github.com/catboost/catboost.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,aiscientist/nlp_ryan,https://github.com/aiscientist/nlp_ryan.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,peterljq/OpenMMD,https://github.com/peterljq/OpenMMD.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,pycroscopy/pycroscopy,https://github.com/pycroscopy/pycroscopy.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,mideind/ReynirPackage,https://github.com/mideind/ReynirPackage.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,jacobeisenstein/gt-nlp-class,https://github.com/jacobeisenstein/gt-nlp-class.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,DoubangoTelecom/compv,https://github.com/DoubangoTelecom/compv.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,neuropoly/axondeepseg,https://github.com/neuropoly/axondeepseg.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,HazyResearch/snorkel,https://github.com/HazyResearch/snorkel.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,wmylxmj/Pix2Pix-Keras,https://github.com/wmylxmj/Pix2Pix-Keras.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,921kiyo/3d-dl,https://github.com/921kiyo/3d-dl.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,javaee/glassfish,https://github.com/javaee/glassfish.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ternaus/robot-surgery-segmentation,https://github.com/ternaus/robot-surgery-segmentation.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,CppCon/CppCon2018,https://github.com/CppCon/CppCon2018.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,lsaiml/CaVINet,https://github.com/lsaiml/CaVINet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,americofmoliveira/VesselSegmentation_ESWA,https://github.com/americofmoliveira/VesselSegmentation_ESWA.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,jackyzha0/DroneNet,https://github.com/jackyzha0/DroneNet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,MrEliptik/HandPose,https://github.com/MrEliptik/HandPose.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,nltk/nltk,https://github.com/nltk/nltk.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ydixon/yolo_v3,https://github.com/ydixon/yolo_v3.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,mnicnc404/CartoonGan-tensorflow,https://github.com/mnicnc404/CartoonGan-tensorflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,CppCon/CppCon2017,https://github.com/CppCon/CppCon2017.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,aosp-mirror/platform_frameworks_support,https://github.com/aosp-mirror/platform_frameworks_support.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,PistonY/ResidualAttentionNetwork,https://github.com/PistonY/ResidualAttentionNetwork.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,themains/rdomains,https://github.com/themains/rdomains.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,DrCoffey/DeepSqueak,https://github.com/DrCoffey/DeepSqueak.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,mlr-org/mlr,https://github.com/mlr-org/mlr.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Kidsense/Vocally-Android-Demo,https://github.com/Kidsense/Vocally-Android-Demo.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,cics-nd/rans-uncertainty,https://github.com/cics-nd/rans-uncertainty.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,Yink/Amadeus,https://github.com/Yink/Amadeus.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,tianyili2017/HEVC-Complexity-Reduction,https://github.com/tianyili2017/HEVC-Complexity-Reduction.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,hendrycks/outlier-exposure,https://github.com/hendrycks/outlier-exposure.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,TrainingByPackt/Natural-Language-Processing-Fundamentals,https://github.com/TrainingByPackt/Natural-Language-Processing-Fundamentals.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,annusgit/ForestCoverChange,https://github.com/annusgit/ForestCoverChange.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,IBM/spark-tpc-ds-performance-test,https://github.com/IBM/spark-tpc-ds-performance-test.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,oracle/Skater,https://github.com/oracle/Skater.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sangwook236/SWDT,https://github.com/sangwook236/SWDT.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,wikistat/MLTraining,https://github.com/wikistat/MLTraining.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Desklop/Voice_ChatBot,https://github.com/Desklop/Voice_ChatBot.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,tensorflow/tfjs-core,https://github.com/tensorflow/tfjs-core.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,koalaverse/AnalyticsSummit19,https://github.com/koalaverse/AnalyticsSummit19.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,proceduralia/pytorch-neural-enhance,https://github.com/proceduralia/pytorch-neural-enhance.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,viraja1/crack_detection,https://github.com/viraja1/crack_detection.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,pedrohserrano/machine-learning-use-cases,https://github.com/pedrohserrano/machine-learning-use-cases.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sbl-sdsc/mmtf-workshop-2018,https://github.com/sbl-sdsc/mmtf-workshop-2018.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,microsoft/WinObjC,https://github.com/microsoft/WinObjC.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,sangwook236/SWL,https://github.com/sangwook236/SWL.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,brave/browser-laptop,https://github.com/brave/browser-laptop.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,wnameless/docker-oracle-xe-11g,https://github.com/wnameless/docker-oracle-xe-11g.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,DeepBCI/Deep-BCI,https://github.com/DeepBCI/Deep-BCI.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Nick-Morgan/neural-style-transfer,https://github.com/Nick-Morgan/neural-style-transfer.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Koziev/GrammarEngine,https://github.com/Koziev/GrammarEngine.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,graphik-team/graal,https://github.com/graphik-team/graal.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,TheCherno/Sparky,https://github.com/TheCherno/Sparky.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,openai/finetune-transformer-lm,https://github.com/openai/finetune-transformer-lm.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,chengchingwen/Transformers.jl,https://github.com/chengchingwen/Transformers.jl.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Apollo2Mars/Algorithms-of-Artificial-Intelligence,https://github.com/Apollo2Mars/Algorithms-of-Artificial-Intelligence.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,Lyndir/MasterPassword,https://github.com/Lyndir/MasterPassword.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,kermitt2/delft,https://github.com/kermitt2/delft.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,ethereum/mist,https://github.com/ethereum/mist.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,boubinjg/SoftwarePilot,https://github.com/boubinjg/SoftwarePilot.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,h2oai/h2o-3,https://github.com/h2oai/h2o-3.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,cisco-ie/telemetry,https://github.com/cisco-ie/telemetry.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,qiaohaijun/my-notes,https://github.com/qiaohaijun/my-notes.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,NickleDave/hybrid-vocal-classifier,https://github.com/NickleDave/hybrid-vocal-classifier.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,deepchem/deepchem,https://github.com/deepchem/deepchem.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,koenbok/Framer,https://github.com/koenbok/Framer.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,OlgaBelitskaya/deep_learning_projects,https://github.com/OlgaBelitskaya/deep_learning_projects.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,mynane/PDF,https://github.com/mynane/PDF.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,deepmind/lab,https://github.com/deepmind/lab.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,aosp-mirror/platform_development,https://github.com/aosp-mirror/platform_development.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,capergroup/bayou,https://github.com/capergroup/bayou.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,iArunava/DCGAN,https://github.com/iArunava/DCGAN.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,kevind992/Artificial-Intelligent-based-Museum-System,https://github.com/kevind992/Artificial-Intelligent-based-Museum-System.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,lim-anggun/FgSegNet,https://github.com/lim-anggun/FgSegNet.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,opencv/opencv,https://github.com/opencv/opencv.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,PacktPublishing/Advanced-Deep-Learning-with-Keras,https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,j05t/emnist,https://github.com/j05t/emnist.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,datasciencecampus/pyGrams,https://github.com/datasciencecampus/pyGrams.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,marl/openl3,https://github.com/marl/openl3.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,MichiganCOG/M-PACT,https://github.com/MichiganCOG/M-PACT.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,oist/Usiigaci,https://github.com/oist/Usiigaci.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,clauswilke/dataviz,https://github.com/clauswilke/dataviz.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,AsuraTeam/monitor,https://github.com/AsuraTeam/monitor.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,rfeinman/learning-to-learn,https://github.com/rfeinman/learning-to-learn.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,brave/browser-ios,https://github.com/brave/browser-ios.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,lihanghang/Knowledge-Graph,https://github.com/lihanghang/Knowledge-Graph.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,AlbertHG/Coursera-Deep-Learning-deeplearning.ai,https://github.com/AlbertHG/Coursera-Deep-Learning-deeplearning.ai.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Towson-Research/GAN-Balancing-Datasets,https://github.com/Towson-Research/GAN-Balancing-Datasets.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,restlet/restlet-framework-java,https://github.com/restlet/restlet-framework-java.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,evhart/crees,https://github.com/evhart/crees.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,magefree/mage,https://github.com/magefree/mage.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,pedrommcarrasco/Brooklyn,https://github.com/pedrommcarrasco/Brooklyn.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,googlevr/gvr-android-sdk,https://github.com/googlevr/gvr-android-sdk.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,akashlevy/Deep-Learn-Oil,https://github.com/akashlevy/Deep-Learn-Oil.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,deeptechlabs/cyberweapons,https://github.com/deeptechlabs/cyberweapons.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sbl-sdsc/mmtf-pyspark,https://github.com/sbl-sdsc/mmtf-pyspark.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,rai-project/mlmodelscope,https://github.com/rai-project/mlmodelscope.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,estnltk/estnltk,https://github.com/estnltk/estnltk.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,kermitt2/entity-fishing,https://github.com/kermitt2/entity-fishing.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,openml/OpenML,https://github.com/openml/OpenML.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,sarfarazit08/CodeRepo,https://github.com/sarfarazit08/CodeRepo.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,agiletechvn/opencv-starterkit,https://github.com/agiletechvn/opencv-starterkit.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,BaderLab/saber,https://github.com/BaderLab/saber.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,SGpp/SGpp,https://github.com/SGpp/SGpp.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,lihanghang/Deep-learning-And-Paper,https://github.com/lihanghang/Deep-learning-And-Paper.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,NVIDIA-AI-IOT/redtail,https://github.com/NVIDIA-AI-IOT/redtail.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,Seanforfun/GMAN_Net_Haze_Removal,https://github.com/Seanforfun/GMAN_Net_Haze_Removal.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,fritzlabs/swift-framework,https://github.com/fritzlabs/swift-framework.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,davideuler/architecture.of.internet-product,https://github.com/davideuler/architecture.of.internet-product.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,mozilla/Fira,https://github.com/mozilla/Fira.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Tool,bnjmn/weka,https://github.com/bnjmn/weka.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,pili-engineering/PLPlayerKit,https://github.com/pili-engineering/PLPlayerKit.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ChrisCummins/paper-synthesizing-benchmarks,https://github.com/ChrisCummins/paper-synthesizing-benchmarks.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,jishnujayakumar/MV-Tractus,https://github.com/jishnujayakumar/MV-Tractus.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ColorfulSoft/StyleTransfer-Colorization-SuperResolution,https://github.com/ColorfulSoft/StyleTransfer-Colorization-SuperResolution.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,floooh/oryol,https://github.com/floooh/oryol.git 
<urlopen error [Errno 11001] getaddrinfo failed>,No AI-ML,layabox/layaair,https://github.com/layabox/layaair.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,gyang274/visual-search,https://github.com/gyang274/visual-search.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,cyschneck/Hydra,https://github.com/cyschneck/Hydra.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,GeoscienceAustralia/dea-notebooks,https://github.com/GeoscienceAustralia/dea-notebooks.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,chehongshu/DL-tenserflow,https://github.com/chehongshu/DL-tenserflow.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,jymsuper/SpeakerRecognition_tutorial,https://github.com/jymsuper/SpeakerRecognition_tutorial.git 
<urlopen error [Errno 11001] getaddrinfo failed>,Applied,ngchc/CameraSR,https://github.com/ngchc/CameraSR.git 
